brightness,contrast,defocus_blur,elastic_transform,fog,frost,gaussian_blur,gaussian_noise,glass_blur,impulse_noise,jpeg_compression,motion_blur,pixelate,saturate,shot_noise,snow,spatter,speckle_noise,zoom_bluy
0.20882692307692316,0.16241145833333334,0.21013020833333332,0.2101017628205129,0.18026963141025645,0.19482491987179493,0.20574198717948722,0.19416426282051283,0.21027083333333343,0.1697736378205128,0.21935536858974367,0.20743589743589744,0.2181362179487179,0.20768149038461534,0.19384334935897435,0.19993990384615384,0.2103289262820513,0.18990424679487194,0.20458373397435892
